slug,version,test_key,pdf_file,title_en,title_lt,title_ua,description_en,description_lt,description_ua,instruction_user_en,instruction_user_lt,instruction_user_ua,instruction_consultant_en,instruction_consultant_lt,instruction_consultant_ua,instruction_admin_en,instruction_admin_lt,instruction_admin_ua,response_format_en,response_format_lt,response_format_ua,question_order,question_en,question_lt,question_ua,scale_en,scale_lt,scale_ua
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,1,I can tell you some of my partner's life dreams.,Galiu papasakoti apie kai kurias savo partnerio gyvenimo svajones.,Я можу розповісти про деякі життєві мрії мого партнера.,1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,2,I can list the relatives my partner likes the least.,"Galiu išvardyti gimines, kuriuos mano partneris mažiausiai mėgsta.","Я можу перелічити родичів, яких мій партнер найменше любить.",1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,3,My partner is familiar with what are my current stresses.,"Mano partneris žino, kokie yra mano dabartiniai stresai.","Мій партнер знає, які в мене зараз стреси.",1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,4,I can list my partner's major aspirations and hopes in life.,Galiu išvardyti pagrindinius savo partnerio siekius ir viltis gyvenime.,Я можу перелічити основні прагнення та надії мого партнера в житті.,1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,5,I know my partner's major current worries.,Žinau pagrindinius dabartinius savo partnerio rūpesčius.,Я знаю основні поточні тривоги мого партнера.,1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,6,My partner really respects me.,Mano partneris tikrai mane gerbia.,Мій партнер справді мене поважає.,1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,7,I feel loved and cared for in this relationship.,Jaučiuosi mylimas(-a) ir juo rūpinamasi šiuose santykiuose.,Я відчуваю себе коханим(-ою) та бажаним(-ою) у цих стосунках.,1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,8,Romance is something our relationship definitely still has in it.,Romantika tikrai vis dar yra mūsų santykiuose.,"Романтика — це те, що наші стосунки безперечно все ще мають.",1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,9,"When I come into a room, my partner is glad to see me.","Kai įeinu į kambarį, mano partneris džiaugiasi mane matydamas.","Коли я входжу до кімнати, мій партнер радий мене бачити.",1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
gottman-sound-relationship-house-questionnaires,1,srh-house,03-srh-questionnaires.pdf,Sound Relationship House Questionnaires,Tvirtų santykių namo klausimynai,Опитувальники Будинку здорових стосунків,"Assesses how well partners know each other's inner world - dreams, worries, stresses, and aspirations.","Vertina, kaip gerai partneriai pažįsta vienas kito vidinį pasaulį – svajones, rūpesčius, stresus ir siekius.","Оцінює, наскільки добре партнери знають внутрішній світ один одного – мрії, тривоги, стреси та прагнення.",Instruction: read each statement carefully and choose one answer. Source: Sound Relationship House Questionnaires. Format: TRUE / FALSE.,Instrukcija: atidžiai perskaitykite kiekvieną teiginį ir pasirinkite vieną atsakymą. Šaltinis: Sound Relationship House Questionnaires. Formatas: TIESA / NETIESA.,Інструкція: уважно прочитайте кожне твердження та виберіть одну відповідь. Джерело: Sound Relationship House Questionnaires. Формат: ПРАВДА / НЕПРАВДА.,"For consultant: review normalized overall score (0-100), then discuss top items and risk indicators with the client.","Konsultantui: peržiūrėkite bendrą normalizuotą balą (0-100), aptarkite aukščiausius punktus ir rizikos indikatorius su klientu.","Для консультанта: перегляньте загальний нормалізований бал (0-100), обговоріть найвищі пункти та індикатори ризику з клієнтом.",Admin: questionnaire description and instructions are based on PDF (03-srh-questionnaires.pdf); translations imported from csv_secondary.,Admin: klausimyno aprašas ir instrukcijos remiasi PDF (03-srh-questionnaires.pdf); klausimų vertimai importuoti iš csv_secondary.,Адмін: опис та інструкції анкети базуються на PDF (03-srh-questionnaires.pdf); переклади імпортовано з csv_secondary.,TRUE / FALSE,TIESA / NETIESA,ПРАВДА / НЕПРАВДА,10,My partner appreciates the things I do in this relationship.,"Mano partneris vertina tai, ką darau šiuose santykiuose.","Мій партнер цінує те, що я роблю в цих стосунках.",1=True | 2=False,1=Tiesa | 2=Netiesa,1=Правда | 2=Неправда
